"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
87,56.8612501601818,6.86125016018185,3.0927222716426,0.211664934383698,56.6495852257981,50.7996258935775,62.9228744267862,50.5879609591938,62.7112094924025,0,0,1,1,1.42288899421692,1.4280858039856,0,"lm"
88,48.5035250699283,-1.49647493007166,2.89829806059173,0.327021521705007,48.1765035482233,42.8229652547063,54.1840848851504,42.4959437330013,53.8570633634454,1,1,0,1,1.4920220375061,1.49729299545288,1,"lm"
89,57.0074270677638,7.00742706776376,3.33160274945794,-0.0762658259983837,57.0836928937621,50.4776056680316,63.5372484674959,50.55387149403,63.6135142934943,0,0,1,1,1.39468002319336,1.39992213249207,0,"lm"
90,49.0152534329817,-0.984746567018341,3.24301461476132,-0.0892838597914434,49.1045372927731,42.6590615867124,55.3714452792509,42.7483454465039,55.4607291390423,1,1,0,1,1.40390491485596,1.40900993347168,1,"lm"
91,53.4498009777722,3.44980097777218,3.34886845725489,0.432244542655539,53.0175564351166,46.8861394125904,60.013462542954,46.4538948699349,59.5812180002984,1,1,0,1,1.41232800483704,1.4175500869751,1,"lm"
92,46.5073993034346,-3.49260069656542,3.07669591894009,-0.230286071349646,46.7376853747842,40.4771861109306,52.5376124959385,40.7074721822803,52.7678985672882,1,1,0,1,1.42156195640564,1.42789101600647,1,"lm"
93,52.1734654177897,2.17346541778966,3.2533913373219,-0.445990469418518,52.6194558872082,45.7969355690241,58.5499952665552,46.2429260384427,58.9959857359737,1,1,0,1,1.43295693397522,1.43834805488586,1,"lm"
94,55.3551995524267,5.35519955242667,3.13652062361316,0.341423187830856,55.0137763645958,49.2077320933778,61.5026670114756,48.8663089055469,61.1612438236447,1,1,0,1,1.39837408065796,1.40357804298401,1,"lm"
95,50.2900055791576,0.290005579157608,3.17107644658941,-0.239158191788647,50.5291637709463,44.0748099516191,56.5052012066961,44.3139681434078,56.7443593984847,1,1,0,1,1.40326809883118,1.4084529876709,1,"lm"
96,52.3697260607644,2.36972606076438,3.1280658235499,0.485758994369114,51.8839670663953,46.2388297053359,58.5006224161928,45.7530707109668,58.0148634218237,1,1,0,1,1.42233300209045,1.43077516555786,1,"lm"
97,49.4990613371427,-0.50093866285733,3.18902286255751,0.593522691172616,48.9055386459701,43.2486913806551,55.7494312936302,42.6551686894825,55.1559086024576,1,1,0,1,1.43662309646606,1.44184899330139,1,"lm"
98,55.0871182307657,5.0871182307657,3.48154140605777,0.171959991230729,54.915158239535,48.2634224642075,61.9108139973239,48.0914624729768,61.7388540060931,1,1,0,1,1.49816608428955,1.50330114364624,1,"lm"
99,51.742440292006,1.74244029200596,3.31866366738957,-0.374643375364656,52.1170836673706,45.2379790271208,58.2469015568911,45.6126224024854,58.6215449322558,1,1,0,1,1.40901589393616,1.41417384147644,1,"lm"
100,45.5941429998892,-4.40585700011083,3.08128817971134,-0.235332265845955,45.8294752657351,39.554929141666,51.6333568581124,39.7902614075119,51.8686891239583,1,1,0,1,1.40095901489258,1.40625095367432,1,"lm"
101,49.1777654414963,-0.822234558503652,3.0872403785301,-0.0677861710562553,49.2455516125526,43.1268854879595,55.2286453950331,43.1946716590158,55.2964315660894,1,1,0,1,1.42136096954346,1.42793202400208,1,"lm"
102,48.1710278489397,-1.8289721510603,2.9720792448696,0.121870053273355,48.0491577956663,42.3458595697963,53.9961961280831,42.2239895165229,53.8743260748098,1,1,0,1,1.42169404029846,1.42676401138306,1,"lm"
103,51.8235149613923,1.8235149613923,3.19764692358145,-0.0545331565970741,51.8780481179894,45.5562421558974,58.0907877668872,45.6107753124944,58.1453209234843,1,1,0,1,1.42035603523254,1.4256432056427,1,"lm"
104,52.0907077794455,2.09070777944547,2.97575008657447,0.01546694404432,52.0752408354012,46.2583447827676,57.9230707761234,46.2428778387232,57.9076038320791,1,1,0,1,1.477215051651,1.48253798484802,1,"lm"
105,50.5755523212168,0.575552321216783,2.90660286628764,0.533224615488962,50.0423277057278,44.8787153859321,56.2723892565014,44.3454907704432,55.7391646410125,1,1,0,1,1.41548013687134,1.42086696624756,1,"lm"
106,52.6207425753115,2.62074257531152,3.37370143215195,-0.350626172504604,52.9713687478161,46.0084092737025,59.2330758769205,46.3590354462071,59.5837020494251,1,1,0,1,1.39590883255005,1.40101385116577,1,"lm"
107,47.7021546891568,-2.29784531084322,2.98608045691241,-0.301821031951533,48.0039757211083,41.8495445386695,53.554764839644,42.1513655706211,53.8565858715955,1,1,0,1,1.50169897079468,1.50695300102234,1,"lm"
108,52.5424195301127,2.5424195301127,3.05179963077379,0.278785558046536,52.2636339720662,46.5610021657634,58.523836894462,46.2822166077169,58.2450513364154,1,1,0,1,1.40570688247681,1.41095495223999,1,"lm"
109,47.7447477491354,-2.25525225086461,2.7793676908791,-0.26467760246598,48.0094253516014,42.2972871752181,53.1922083230527,42.5619647776841,53.4568859255186,1,1,0,1,1.39221405982971,1.39740180969238,1,"lm"
110,48.589974964178,-1.41002503582202,3.16718972142207,-0.0434239039680762,48.633398868146,42.3823971779853,54.7975527503707,42.4258210819534,54.8409766543388,1,1,0,1,1.42213487625122,1.42850494384766,1,"lm"
111,48.7268704221779,-1.2731295778221,3.28514594582593,-0.368275146776661,49.0951455689546,42.2881026844013,55.1656381599545,42.656377831178,55.5339133067311,1,1,0,1,1.51658987998962,1.52183103561401,1,"lm"
112,49.8815269501516,-0.11847304984844,2.99083761701249,-0.332091074349549,50.2136180245011,44.0195929371995,55.7434609631036,44.351684011549,56.0755520374532,1,1,0,1,1.40286803245544,1.40808296203613,1,"lm"
113,50.2733501134634,0.273350113463394,3.55332834398118,0.362045706418137,49.9113044070453,43.3089545340149,57.2377456929119,42.9469088275968,56.8756999864937,1,1,0,1,1.41888403892517,1.42733407020569,1,"lm"
114,54.5488755279828,4.54887552798279,3.2747672207202,-0.359791789702264,54.9086673176851,48.1304497176189,60.9673013383467,48.4902415073211,61.327093128049,1,1,0,1,1.41049385070801,1.41585493087769,1,"lm"
115,51.8032823054593,1.80328230545926,3.42595667958796,-0.533803851059403,52.3370861565187,45.0885306008724,58.5180340100461,45.6223344519318,59.0518378611055,1,1,0,1,1.42058801651001,1.42582988739014,1,"lm"
116,54.7924053549723,4.7924053549723,3.59184284912164,-0.660266909277972,55.4526722642503,47.7525227325661,61.8322879773785,48.4127896418441,62.4925548866564,1,1,0,1,1.49027299880981,1.49545311927795,1,"lm"
117,41.6421721847996,-8.3578278152004,3.13510630312579,0.550871447640297,41.0913007371593,35.4974767429685,47.7868676266307,34.9466052953282,47.2359961789904,0,0,1,1,1.3994619846344,1.40474200248718,0,"lm"
118,45.9928689039603,-4.00713109603973,3.63538414813201,-0.0149873179956685,46.0078562219559,38.8676469036537,53.1180909042668,38.8826342216494,53.1330782222625,1,1,0,1,1.51371192932129,1.52023506164551,1,"lm"
119,56.9886164545823,6.9886164545823,3.30391899755452,0.2162763926883,56.772340061894,50.5130542115378,63.4641786976268,50.2967778188495,63.2479023049385,0,0,1,1,1.41097092628479,1.41616797447205,0,"lm"
120,53.8145423401356,3.81454234013555,3.43206560146481,0.103846918482532,53.710695421653,47.0878173686857,60.5412673115854,46.9839704502032,60.4374203931028,1,1,0,1,1.42873096466064,1.43398499488831,1,"lm"
121,51.1071294230294,1.10712942302941,2.94221216892502,0.0496128468409509,51.0575165761885,45.3404995370609,56.8737593089979,45.2908866902199,56.824146462157,1,1,0,1,1.40933394432068,1.41447496414185,1,"lm"
122,50.0587377474533,0.0587377474533284,3.3688007838821,0.18355648610018,49.8751812613531,43.4560095399541,56.6614659549525,43.2724530538539,56.4779094688524,1,1,0,1,1.42313480377197,1.42955803871155,1,"lm"
123,50.692472645439,0.692472645439047,3.0665772206362,-0.187608153693539,50.8800807991326,44.6820917371812,56.7028535536969,44.8696998908747,56.8904617073905,1,1,0,1,1.41511821746826,1.42109608650208,1,"lm"
124,46.3743619750152,-3.62563802498484,3.05538609387606,-0.152964885631,46.5273268606462,40.3859152721536,52.3628086778767,40.5388801577846,52.5157735635078,1,1,0,1,1.4087278842926,1.41400790214539,1,"lm"
