"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
159,44.0161100948252,-5.9838899051748,4.85765020576503,1.1073484845113,42.9087616103139,34.4952906420322,53.5369295476182,33.3879421575209,52.4295810631069,1,1,0,1,1.41510510444641,1.42034697532654,1,"correct_model"
160,53.5166659235118,3.5166659235118,5.40220838936311,-0.508461799501461,54.0251277230133,42.92853204338,64.1047998036436,43.4369938428814,64.6132616031451,1,1,0,1,1.41804981231689,1.42335391044617,1,"correct_model"
161,55.7322187708653,5.73221877086532,4.7043722838716,-0.452560731752627,56.1847795026179,46.5118185246085,64.9526190171221,46.9643792563612,65.4051797488747,1,1,0,1,1.42116904258728,1.42652201652527,1,"correct_model"
162,40.3100289803919,-9.68997101960811,4.65879275685681,-0.132313332972892,40.4423423133648,31.1789629655165,49.4410949952673,31.3112762984894,49.5734083282402,0,0,1,1,1.39653491973877,1.40170097351074,0,"correct_model"
163,49.6563297198756,-0.343670280124385,5.06438464493078,-0.0435415208991756,49.6998712407748,39.7303182119536,59.5823412277976,39.7738597328528,59.6258827486968,1,1,0,1,1.39977192878723,1.40495991706848,1,"correct_model"
164,47.3658439877884,-2.63415601221159,5.74226269903698,-0.307741137504451,47.6735851252929,36.1112159079082,58.6204720676687,36.4189570454126,58.9282132051731,1,1,0,1,1.50435900688171,1.50961184501648,1,"correct_model"
165,47.2749692962065,-2.72503070379354,4.32001838507521,0.507396545267959,46.7675727509385,38.8078888489082,55.7420497435048,38.3004923036402,55.2346531982368,1,1,0,1,1.43279814720154,1.43923401832581,1,"correct_model"
166,58.4209552979452,8.42095529794523,5.67888032312246,1.0003078692914,57.4206474286538,47.290554392112,69.5513562037784,46.2902465228206,68.551048334487,1,1,0,1,1.42410516738892,1.4293520450592,1,"correct_model"
167,54.6799971469219,4.67999714692188,6.03012797442777,1.34058462168618,53.3394125252357,42.861163494876,66.4988307989678,41.5205788731898,65.1582461772816,1,1,0,1,1.42638278007507,1.43165993690491,1,"correct_model"
168,53.7658119033914,3.76581190339142,6.09200530513058,0.18348005524701,53.5823318481444,41.8257009117086,65.7059228950743,41.6422208564615,65.5224428398273,1,1,0,1,1.40085697174072,1.40600085258484,1,"correct_model"
169,48.4359428954124,-1.56405710458763,4.49845566682374,0.0950480461532237,48.3408948492591,39.6191318023877,57.252753988437,39.5240837562345,57.1577059422838,1,1,0,1,1.42888712882996,1.4352400302887,1,"correct_model"
170,51.8817109402575,1.88171094025752,5.25489902113792,0.465445544539449,51.4162653957181,41.5822981164324,62.1811237640826,41.116852571893,61.7156782195432,1,1,0,1,1.41842079162598,1.42360496520996,1,"correct_model"
171,44.0570400972322,-5.94295990276783,5.0354099933592,-0.258856688563057,44.3158967857952,34.1878178628551,53.9262623316093,34.4466745514181,54.1851190201723,1,1,0,1,1.41888618469238,1.42404913902283,1,"correct_model"
172,54.3641370715075,4.36413707150753,5.22320497225957,0.350780993645422,54.0133560778621,44.1268434420083,64.6014307010068,43.7760624483628,64.2506497073614,1,1,0,1,1.41834092140198,1.423583984375,1,"correct_model"
173,47.377971558288,-2.62202844171202,5.3427362618856,0.866729944575418,46.5112416137126,36.906400906096,57.8495422104799,36.0396709615206,56.9828122659045,1,1,0,1,1.4211208820343,1.42645502090454,1,"correct_model"
174,48.520900392036,-1.479099607964,4.89748239532306,-0.284438504247788,48.8053388962838,38.9220112822838,58.1197895017881,39.2064497865316,58.4042280060359,1,1,0,1,1.50223708152771,1.50744700431824,1,"correct_model"
175,43.945893624589,-6.05410637541095,4.91629119939817,0.286690312827631,43.6592033117614,34.3101399362574,53.5816473129207,34.0234496234298,53.2949570000931,1,1,0,1,1.42428493499756,1.43046689033508,1,"correct_model"
176,52.7730408152683,2.77304081526827,4.72800617541242,0.230517614059352,52.5425232012089,43.506318992777,62.0397626377596,43.2758013787176,61.8092450237002,1,1,0,1,1.41136503219604,1.4167218208313,1,"correct_model"
177,52.8050068121035,2.80500681210354,5.38636106045704,-0.0087428187320171,52.8137496308356,42.2479331258788,63.3620804983283,42.2566759446108,63.3708233170603,1,1,0,1,1.41467189788818,1.41999006271362,1,"correct_model"
178,52.7181940627546,2.71819406275463,4.69773658557421,0.615628235718823,52.1025658270358,43.510799546173,61.9255885793362,42.8951713104542,61.3099603436174,1,1,0,1,1.40155005455017,1.4067530632019,1,"correct_model"
179,54.7143509984582,4.71435099845817,6.02471743559138,-0.16036471935768,54.8747157178159,42.9061218076686,66.5225801892478,43.0664865270262,66.6829449086055,1,1,0,1,1.40784096717834,1.41305088996887,1,"correct_model"
180,57.1254206047774,7.12542060477745,5.47993675149125,0.260712700081164,56.8647079046963,46.3849419342972,67.8658992752577,46.124229234216,67.6051865751765,1,1,0,1,1.41212916374207,1.41857099533081,1,"correct_model"
181,56.1892432809379,6.18924328093793,5.17469514817843,-0.164122819029849,56.3533660999678,46.0470271595341,66.3314594023418,46.2111499785639,66.4955822213716,1,1,0,1,1.40985989570618,1.41501593589783,1,"correct_model"
182,51.8198880816938,1.81988808169385,5.1592805231229,-1.0614994581014,52.8813875397952,41.707884070234,61.9318920931537,42.7693835283354,62.9933915512551,1,1,0,1,1.42245483398438,1.42773199081421,1,"correct_model"
183,54.36286854978,4.36286854977999,5.08262718195471,0.000805723069689179,54.3620628267103,44.4011023263044,64.3246347732555,44.4002966032348,64.3238290501859,1,1,0,1,1.50771284103394,1.51285886764526,1,"correct_model"
184,46.1979142379191,-3.80208576208086,4.45454731437363,0.13957593505463,46.0583383028645,37.4671619343172,54.9286665415211,37.3275859992626,54.7890906064664,1,1,0,1,1.39239597320557,1.39765906333923,1,"correct_model"
185,57.1544586040065,7.15445860400652,5.69060088155203,0.528915509733579,56.6255430942729,46.0010858257727,68.3078313822404,45.4721703160391,67.7789158725068,1,1,0,1,1.39796805381775,1.40606594085693,1,"correct_model"
186,46.9701209003384,-3.02987909966163,4.53678891753248,0.313104901897916,46.6570159984405,38.0781780165143,55.8620637841625,37.7650731146163,55.5489588822646,1,1,0,1,1.48537397384644,1.49056601524353,1,"correct_model"
187,46.0259471383006,-3.97405286169938,5.51099713775767,0.783883753161476,45.2420633851391,35.2245912293923,56.827303047209,34.4407074762308,56.0434192940475,1,1,0,1,1.41784000396729,1.42436408996582,1,"correct_model"
188,47.508793678357,-2.49120632164301,4.53889598481376,-0.49298148509807,48.0017751634551,38.6127210185486,56.4048663381654,39.1057025036466,56.8978478232635,1,1,0,1,1.41863489151001,1.42505598068237,1,"correct_model"
189,53.3488950627377,3.34889506273769,5.71555448886551,-0.296582745402944,53.6454778081406,42.1466141128851,64.5511760125903,42.443196858288,64.8477587579933,1,1,0,1,1.42088294029236,1.42633700370789,1,"correct_model"
190,57.1610933101058,7.16109331010576,5.21970767228683,0.51029824801843,56.6507950620873,46.9306542625962,67.3915323576153,46.4203560145777,66.8812341095969,1,1,0,1,1.48579597473145,1.49097609519958,1,"correct_model"
191,43.0984207367626,-6.90157926323744,4.76290500951412,-0.0420810963385208,43.1405018331011,33.7632984563295,52.4335430171956,33.805379552668,52.4756241135342,1,1,0,1,1.41024017333984,1.41670918464661,1,"correct_model"
192,60.5101269746664,10.5101269746664,5.12561735396284,-0.0471947977669771,60.5573217724333,50.4641015623657,70.556152386967,50.5112963601327,70.603347184734,0,0,1,1,1.41060996055603,1.41593384742737,0,"correct_model"
193,55.6329132489481,5.63291324894807,5.2782670781405,0.171430914748974,55.4614823341991,45.2876998750092,65.9781266228869,45.1162689602603,65.8066957081379,1,1,0,1,1.5001118183136,1.50878286361694,1,"correct_model"
194,54.7385457928393,4.73854579283929,6.28267402185525,0.35584287832777,54.3827029145115,42.4247309833976,67.052360602281,42.0688881050698,66.6965177239532,1,1,0,1,1.3873279094696,1.39252710342407,1,"correct_model"
195,45.1167658289655,-4.88323417103454,4.77724198990776,0.173143121349256,44.9436227076162,35.7535435833138,54.4799880746171,35.5804004619645,54.3068449532679,1,1,0,1,1.40164017677307,1.40670108795166,1,"correct_model"
196,48.4512251465857,-1.54877485341429,5.84566719558771,0.547645200460003,47.9035799461257,36.9939279776265,59.9085223155449,36.4462827771665,59.3608771150849,1,1,0,1,1.42022490501404,1.42655920982361,1,"correct_model"
197,59.1141752255172,9.11417522551722,5.47262756732111,-0.211692391155097,59.3258676166723,48.3880222927668,69.8403281582676,48.5997146839219,70.0520205494227,1,1,0,1,1.39672899246216,1.40187692642212,1,"correct_model"
198,55.6858640006323,5.68586400063234,5.20224557911857,-1.42559555219358,57.1114595528259,45.4896500268272,65.8820779744375,46.9152455790208,67.307673526631,1,1,0,1,1.39387392997742,1.39904880523682,1,"correct_model"
199,43.8291478184477,-6.17085218155228,5.66645785527414,0.485723137463474,43.3434246809842,32.7230945021963,54.9352011346991,32.2373713647329,54.4494779972356,1,1,0,1,1.44839096069336,1.45365881919861,1,"correct_model"
200,56.026924703239,6.02692470323898,5.83640425185795,-0.556595672746425,56.5835203759854,44.587782570381,67.466066836097,45.1443782431274,68.0226625088434,1,1,0,1,1.41684007644653,1.42292213439941,1,"correct_model"
201,66.2405259191747,16.2405259191747,6.07949482160536,1.40890828410275,64.8316176350719,54.3249350246304,78.1561168137189,52.9160267405276,76.7472085296162,0,0,1,1,1.40382409095764,1.4130380153656,0,"correct_model"
202,51.614896801619,1.61489680161898,5.19079321050676,-0.216073230494736,51.8309700321137,41.4411290578307,61.7886645454073,41.6572022883254,62.004737775902,1,1,0,1,1.52844500541687,1.53349685668945,1,"correct_model"
203,46.6216243134544,-3.3783756865456,4.59930722038467,-0.694777284463974,47.3164015979184,37.6071478076654,55.6361008192434,38.3019250921294,56.3308781037074,1,1,0,1,1.42816400527954,1.43347001075745,1,"correct_model"
204,47.290776590083,-2.70922340991697,4.90870320924992,0.341841900893826,46.9489346891892,37.669895089157,56.9116580910091,37.3280531882632,56.5698161901152,1,1,0,1,1.41185593605042,1.41716885566711,1,"correct_model"
205,48.0841316349427,-1.91586836505734,5.39519206761655,-0.80602298947025,48.8901546244129,37.509749492738,58.6585137771473,38.3157724822083,59.4645367666175,1,1,0,1,1.41071510314941,1.41620206832886,1,"correct_model"
