"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"unadj",50.0114178162936,0.0114178162936155,8.05918825048899,64.9505152568199,500,0.2,0.200000000000001,82.2909199108999,0.849151391538522
"lm",50.1320174549994,0.132017454999443,7.42649449009912,55.1528204114726,500,0.2,0.200000000000001,82.2909199108999,1
"lm_interact",50.1324303152799,0.13243031527986,7.43115566828463,55.2220745662788,500,0.2,0.200000000000001,82.2909199108999,0.998745897263908
"rf",42.5566771660298,-7.44332283397018,8.09983214258354,65.6072807380294,500,0.2,0.200000000000001,82.2909199108999,0.840650912384228
"bart",49.7339726892719,-0.266027310728066,7.37589528683203,54.4038312823109,500,0.2,0.200000000000001,82.2909199108999,1.01376721292431
"super",49.0900566512773,-0.909943348722744,7.57947336164606,57.4484164399022,500,0.2,0.200000000000001,82.2909199108999,0.960040743145094
"xgboost",47.0401901093172,-2.95980989068277,8.07059089873557,65.1344374547534,500,0.2,0.200000000000001,82.2909199108999,0.846753615547617
"correct_model",50.1328432777706,0.132843277770648,7.31082776385082,53.448202592692,500,0.2,0.200000000000001,82.2909199108999,1.03189289323293
"unadj",50.1313834180909,0.131383418090877,5.45048117879193,29.7077450803651,500,0.4,0.400000000000003,47.8578236664634,0.696671459209022
"lm",50.1081759510286,0.108175951028576,4.54934480062213,20.6965381149476,500,0.4,0.400000000000003,47.8578236664634,1
"lm_interact",50.1043105731954,0.104310573195416,4.54875947606862,20.691212771124,500,0.4,0.400000000000003,47.8578236664634,1.00025737224214
"rf",45.3121858676897,-4.68781413231027,4.83354970776192,23.3632027774053,500,0.4,0.400000000000003,47.8578236664634,0.885860483775936
"bart",49.8101180156144,-0.189881984385605,4.51343706537856,20.371114143133,500,0.4,0.400000000000003,47.8578236664634,1.01597477533767
"super",49.1157126222078,-0.884287377792176,4.60654482427158,21.2202552180233,500,0.4,0.400000000000003,47.8578236664634,0.97531994324786
"xgboost",48.4431412732749,-1.5568587267251,4.86432925234023,23.6616990751728,500,0.4,0.400000000000003,47.8578236664634,0.874685205369024
"correct_model",50.1326785842966,0.132678584296566,4.28839343114219,18.3903182202635,500,0.4,0.400000000000003,47.8578236664634,1.12540402330521
"unadj",50.0319757443751,0.0319757443751397,4.26487739872598,18.1891792261637,500,0.6,0.600000000000007,29.1674322845581,0.534895799896559
"lm",50.0841762810353,0.0841762810353214,3.11918508133786,9.72931557164067,500,0.6,0.600000000000007,29.1674322845581,1
"lm_interact",50.0815862079361,0.0815862079361264,3.12586004942132,9.77100104856825,500,0.6,0.600000000000007,29.1674322845581,0.995733755761526
"rf",46.4707398208839,-3.52926017911614,3.05533510297051,9.33507259144383,500,0.6,0.600000000000007,29.1674322845581,1.04223244932859
"bart",49.8987099452466,-0.101290054753445,2.86425761090639,8.2039716616352,500,0.6,0.600000000000007,29.1674322845581,1.18592749620754
"super",49.5586349969606,-0.44136500303943,2.90307985487182,8.42787264376257,500,0.6,0.600000000000007,29.1674322845581,1.15442128552349
"xgboost",49.0092947886181,-0.990705211381912,3.06368577316461,9.38617051669121,500,0.6,0.600000000000007,29.1674322845581,1.03655857885165
"correct_model",50.076202548564,0.0762025485640508,2.69864621851108,7.28269141268415,500,0.6,0.600000000000007,29.1674322845581,1.33595054634545
"unadj",49.9830611962812,-0.0169388037188173,3.30457671897106,10.9202272915656,500,0.8,0.800000000000003,11.995593976497,0.305047369530861
"lm",49.9487319273409,-0.0512680726591341,1.82515385925987,3.33118660997119,500,0.8,0.800000000000003,11.995593976497,1
"lm_interact",49.9469191049565,-0.0530808950435401,1.8366669380775,3.37334544142697,500,0.8,0.800000000000003,11.995593976497,0.987502367549425
"rf",47.042440217289,-2.95755978271099,1.54519407628183,2.38762473337645,500,0.8,0.800000000000003,11.995593976497,1.39518851660596
"bart",49.9514863960726,-0.0485136039273884,1.26949059554033,1.61160637216534,500,0.8,0.800000000000003,11.995593976497,2.06699766612081
"super",49.8127067000199,-0.187293299980121,1.27167161636332,1.61714869986409,500,0.8,0.800000000000003,11.995593976497,2.05991360612116
"xgboost",49.4331859809113,-0.566814019088745,1.41509964999215,2.00250701940792,500,0.8,0.800000000000003,11.995593976497,1.66350808146287
"correct_model",50.0282532546294,0.0282532546294109,1.04116350022534,1.08402143420148,500,0.8,0.800000000000003,11.995593976497,3.07298961521462
