"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"bart",51.4526642448681,1.45266424486805,13.4570847814807,181.09313081596,200,0.2,0.2,87.265358238047,0.977072451091751
"super",49.3295973052686,-0.670402694731371,13.8247761439824,191.124435431225,200,0.2,0.2,87.265358238047,0.925790094830128
"xgboost",51.3798181977449,1.37981819774491,13.8010294770727,190.468414627031,200,0.2,0.2,87.265358238047,0.928978747204407
"correct_model",51.4919680809744,1.49196808097444,13.0892445755045,171.328323557374,200,0.2,0.2,87.265358238047,1.03276040720129
"unadj",50.1580776679372,0.158077667937225,8.73623539675127,76.3218089074499,200,0.4,0.400000000000003,49.0279906733192,0.741165884240845
"lm",50.3088914287505,0.308891428750484,7.52111168549909,56.5671209857509,200,0.4,0.400000000000003,49.0279906733192,1
"lm_interact",50.3518064391698,0.351806439169775,7.486395422872,56.0461164275989,200,0.4,0.400000000000003,49.0279906733192,1.00929599749922
"rf",50.455513469544,0.455513469544012,7.72041256738435,59.6047702106262,200,0.4,0.400000000000003,49.0279906733192,0.949036810071726
"bart",50.33067858446,0.330678584460007,7.55890382833428,57.1370270860066,200,0.4,0.400000000000003,49.0279906733192,0.990025625600054
"super",48.6962313616409,-1.30376863835914,7.81803702477462,61.1217029207468,200,0.4,0.400000000000003,49.0279906733192,0.925483392684567
"xgboost",50.2696482242098,0.269648224209761,7.95594793973481,63.2971076197706,200,0.4,0.400000000000003,49.0279906733192,0.893676237555007
"correct_model",50.2363536353809,0.236353635380895,7.11683404377486,50.6493268066329,200,0.4,0.400000000000003,49.0279906733192,1.11683855546019
"unadj",50.2331200322821,0.233120032282132,6.56192646731485,43.0588789624472,200,0.6,0.599999999999999,30.008771668175,0.556867502351425
"lm",50.2355595480705,0.235559548070549,4.89674283395302,23.9780903818703,200,0.6,0.599999999999999,30.008771668175,1
"lm_interact",50.225536666142,0.225536666141952,4.86626807420462,23.6805649700231,200,0.6,0.599999999999999,30.008771668175,1.01256411796863
