"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","se_method","replicate_time_sec","covered_mc_mean_95"
11,"bart","two_stage","m1",610,49.4043629574793,-0.595637042520714,NA,NA,6.80153094441743,-0.515667117497166,49.9200300749765,36.0736072666864,62.7351186482721,36.5892743841836,63.2507857657693,1,1,0,1,437.313455581665,"bootstrap",441.660736322403,NA
12,"bart","two_stage","m1",603,52.728571712554,2.72857171255401,NA,NA,8.22031765197254,-1.93146295134825,54.6600346639023,36.617045173209,68.8400982518991,38.5485081245572,70.7715612032473,1,1,0,1,443.710393190384,"bootstrap",448.089223623276,NA
13,"bart","two_stage","m1",598,60.6028831608772,10.6028831608772,NA,NA,6.46989428015515,-0.926490980359056,61.5293741412362,47.9221233879914,73.283642933763,48.8486143683504,74.210133914122,1,1,0,1,434.448612689972,"bootstrap",438.65900683403,NA
14,"bart","two_stage","m1",578,50.4559252756666,0.455925275666615,NA,NA,7.00578368610494,0.131879510105016,50.3240457655616,36.7248415674227,64.1870089839106,36.5929620573177,64.0551294738056,1,1,0,1,436.897106170654,"bootstrap",441.184178352356,NA
15,"bart","two_stage","m1",601,51.0796724478229,1.0796724478229,NA,NA,6.32977447362425,-1.42661473257223,52.5062871803951,38.6735424492584,63.4858024463874,40.1001571818306,64.9124171789596,1,1,0,1,436.377882957458,"bootstrap",440.665670394897,NA
16,"bart","two_stage","m1",611,61.7589300787996,11.7589300787996,NA,NA,6.66386221784269,-1.7395230872171,63.4984531660167,48.6980001338907,74.8198600237084,50.4375232211078,76.5593831109256,1,0,0,1,445.355027914047,"bootstrap",449.64598608017,NA
17,"bart","two_stage","m1",618,62.5617759854989,12.5617759854989,NA,NA,6.38839850100699,-3.86534850006101,66.4271244855599,50.0407450046356,75.0828069663623,53.9060935046966,78.9481554664233,0,0,1,1,445.43515920639,"bootstrap",450.030485630035,NA
18,"bart","two_stage","m1",615,67.75842554648,17.75842554648,NA,NA,7.01631924388771,-2.04050059340508,69.7989261398851,54.0066925244248,81.5101585685352,56.0471931178299,83.5506591619403,0,0,1,1,440.012312412262,"bootstrap",444.587304592133,NA
19,"bart","two_stage","m1",611,47.9743456223073,-2.02565437769265,NA,NA,6.89691942217317,-1.88010845267062,49.854454074978,34.4566319505731,61.4920592940416,36.3367404032438,63.3721677467122,1,1,0,1,436.994192123413,"bootstrap",441.266365289688,NA
20,"bart","two_stage","m1",613,56.4168126520553,6.41681265205533,NA,NA,6.05341125291498,-2.85820821191628,59.2750208639716,44.5523446127325,68.2812806913782,47.4105528246488,71.1394889032944,1,1,0,1,438.375042200089,"bootstrap",443.270165920258,NA
21,"bart","two_stage","m1",631,47.270591545826,-2.72940845417404,NA,NA,7.70859887954521,0.705932972497479,46.5646585733285,32.1620153706515,62.3791677210004,31.4560823981541,61.6732347485029,1,1,0,1,440.02303814888,"bootstrap",444.360588550568,NA
22,"bart","two_stage","m1",574,50.2647009003024,0.264700900302401,NA,NA,6.27566228796196,-1.31301965329713,51.5777205535995,37.9646288367607,62.5647729638441,39.2776484900579,63.8777926171412,1,1,0,1,441.710021495819,"bootstrap",446.039657831192,NA
23,"bart","two_stage","m1",593,53.4739082056022,3.47390820560217,NA,NA,7.6294628548382,-0.272928451198183,53.7468366568004,38.5204357887332,68.4273806224712,38.7933642399313,68.7003090736694,1,1,0,1,438.100643634796,"bootstrap",442.368422269821,NA
24,"bart","two_stage","m1",595,42.6476135202895,-7.35238647971052,NA,NA,7.55433105072388,-0.907340894784518,43.554954415074,27.8413967335781,57.4538303070009,28.7487376283626,58.3611712017854,1,1,0,1,433.316555976868,"bootstrap",437.555087566376,NA
25,"bart","two_stage","m1",617,41.0463030537433,-8.95369694625673,NA,NA,6.58898972440501,-1.16896778144888,42.2152708351922,28.132120499405,53.9604856080816,29.3010882808538,55.1294533895305,1,1,0,1,438.610483407974,"bootstrap",442.942334890366,NA
26,"bart","two_stage","m1",616,56.3639100300825,6.36391003008247,NA,NA,7.22770370776454,-5.59997689082932,61.9638869209118,42.1978710719374,70.5299489882276,47.7978479627667,76.1299258790569,1,1,0,1,451.753532886505,"bootstrap",456.252382040024,NA
27,"bart","two_stage","m1",613,45.0122243052178,-4.98777569478221,NA,NA,6.43064193364456,-1.83597279155809,46.8481970967759,32.4083977178014,57.6160508926341,34.2443705093595,59.4520236841922,1,1,0,1,442.058310508728,"bootstrap",446.35994887352,NA
28,"bart","two_stage","m1",607,53.6409106875737,3.64091068757368,NA,NA,6.03109739580273,0.677704401438447,52.9632062861352,41.820177004547,65.4616443706003,41.1424726031086,64.7839399691619,1,1,0,1,444.156454324722,"bootstrap",448.675612926483,NA
29,"bart","two_stage","m1",630,51.2649840483313,1.26498404833134,NA,NA,6.65575518377326,-2.38271940758113,53.6477034559125,38.21994359822,64.3100244984427,40.6026630058011,66.6927439060238,1,1,0,1,433.279134511948,"bootstrap",437.550196886063,NA
30,"bart","two_stage","m1",608,54.5188903906907,4.51889039069075,NA,NA,6.35575827737242,0.960798962800759,53.55809142789,42.0618330725985,66.975947708783,41.1010341097977,66.0151487459823,1,1,0,1,438.947396039963,"bootstrap",443.225498914719,NA
31,"bart","two_stage","m1",594,46.0868340829967,-3.91316591700334,NA,NA,5.76188570892462,-2.2715245189757,48.3583586019724,34.7937456104684,57.3799225555249,37.0652701294441,59.6514470745006,1,1,0,1,429.465076208115,"bootstrap",433.652275800705,NA
32,"bart","two_stage","m1",623,53.4254693726798,3.42546937267979,NA,NA,6.18013319107303,-1.74512827496306,55.1705976476429,41.3126308985161,65.5383078468435,43.0577591734791,67.2834361218066,1,1,0,1,436.843530654907,"bootstrap",441.034879684448,NA
33,"bart","two_stage","m1",609,57.2001871208273,7.20018712082728,NA,NA,6.48900036016929,-1.06357769416251,58.2637648149898,44.481980119228,69.9183941224265,45.5455578133905,70.981971816589,1,1,0,1,438.22983288765,"bootstrap",442.583605289459,NA
34,"bart","two_stage","m1",585,45.201332127502,-4.79866787249804,NA,NA,5.79040178138015,-0.142109699626637,45.3434418271286,33.8523531799803,56.5503110750236,33.9944628796069,56.6924207746503,1,1,0,1,427.526933670044,"bootstrap",431.683477878571,NA
35,"bart","two_stage","m1",628,56.6636541402039,6.66365414020388,NA,NA,7.69052054217273,-1.81691641553186,58.4805705557357,41.5905108551799,71.7367974252279,43.4074272707118,73.5537138407597,1,1,0,1,442.112125635147,"bootstrap",446.473540782928,NA
36,"bart","two_stage","m1",602,55.227011771337,5.22701177133696,NA,NA,6.56480832345159,-1.50011696629463,56.7271287376316,42.3602238919631,68.0937996507108,43.8603408582577,69.5939166170055,1,1,0,1,442.172318696976,"bootstrap",446.492614269257,NA
37,"bart","two_stage","m1",611,66.175451804589,16.175451804589,NA,NA,7.74039261981385,2.04639905880059,64.1290527457884,51.0045610435542,81.3463425656237,48.9581619847536,79.2999435068231,0,1,1,1,437.194663286209,"bootstrap",441.671856880188,NA
