"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","se_method","replicate_time_sec","covered_mc_mean_95"
164,"unadj","two_stage","m1",604,56.3708804241127,6.37088042411267,NA,NA,6.77628554191308,0.442329932743057,55.9285504913696,43.0896048130036,69.6521560352218,42.6472748802605,69.2098261024787,1,1,0,1,0.0912063121795654,"bootstrap",0.0916905403137207,NA
165,"unadj","two_stage","m1",587,50.1526078586637,0.152607858663657,NA,NA,6.75848730604682,-0.406283638320758,50.5588914969844,36.9062161488408,63.3989995684866,37.3124997871615,63.8052832068073,1,1,0,1,0.09165358543396,"bootstrap",0.0921082496643066,NA
166,"unadj","two_stage","m1",627,53.5930893503104,3.59308935031044,NA,NA,7.28345332741142,-0.749448262608475,54.3425376129189,39.3177831455056,67.8683955551152,40.0672314081141,68.6178438177237,1,1,0,1,0.0912683010101318,"bootstrap",0.0917420387268066,NA
167,"unadj","two_stage","m1",605,65.4719342870223,15.4719342870223,NA,NA,7.98346125707041,0.0588397610578255,65.4130945259645,49.8246377511935,81.1192308228512,49.7657979901357,81.0603910617934,1,1,0,1,0.0911345481872559,"bootstrap",0.0915944576263428,NA
168,"unadj","two_stage","m1",607,62.7735170720563,12.7735170720563,NA,NA,5.83232076782601,-0.181138990586106,62.9546560626424,51.3423784208323,74.2046557232802,51.5235174114184,74.3857947138663,0,0,1,1,0.0921452045440674,"bootstrap",0.0925939083099365,NA
169,"unadj","two_stage","m1",635,58.3810704344259,8.38107043442588,NA,NA,8.19720308818887,0.805581686677087,57.5754887477488,42.3148476076152,74.4472932612366,41.5092659209381,73.6417115745595,1,1,0,1,0.0916993618011475,"bootstrap",0.0921647548675537,NA
170,"unadj","two_stage","m1",631,66.4268226842815,16.4268226842815,NA,NA,7.12971575856562,0.0959898956388798,66.3308327886427,52.4528365774853,80.4008087910778,52.3568466818464,80.304818895439,0,0,1,1,0.0916552543640137,"bootstrap",0.0921742916107178,NA
171,"unadj","two_stage","m1",616,67.5510151909282,17.5510151909282,NA,NA,7.39871006970519,-2.3460448178724,69.8970600088006,53.0498099222523,82.0522204596042,55.3958547401246,84.3982652774766,0,0,1,1,0.092179536819458,"bootstrap",0.0926663875579834,NA
172,"unadj","two_stage","m1",608,65.4226434601811,15.4226434601811,NA,NA,7.21981773451496,0.131661618125023,65.2909818420561,51.2720607255883,79.573226194774,51.1403991074633,79.441564576649,0,0,1,1,0.0922460556030273,"bootstrap",0.0927762985229492,NA
173,"unadj","two_stage","m1",610,64.771507558383,14.771507558383,NA,NA,7.42958416216637,0.517319885165904,64.2541876732171,50.2097901804278,79.3332249363383,49.6924702952619,78.8159050511724,0,1,1,1,0.0918986797332764,"bootstrap",0.0923950672149658,NA
